Date,AAPL,MSFT,GOOGL,AMZN,TSLA,BRK-B,JNJ,JPM,V,PG,NVDA,HD,DIS,MA,PYPL,NFLX,ADBE,CMCSA,PFE
2020-06-08,83.36499786376953,188.36000061035156,72.4020004272461,126.2030029296875,63.327999114990234,201.55999755859375,146.77000427246094,113.44999694824219,199.60000610351562,119.05000305175781,8.805000305175781,256.7699890136719,127.27999877929688,310.4100036621094,156.08999633789062,419.489990234375,397.7799987792969,43.119998931884766,34.715370178222656
2020-06-09,85.99749755859375,189.8000030517578,72.60399627685547,130.04299926757812,62.711334228515625,196.07000732421875,145.9600067138672,110.54000091552734,199.0800018310547,118.33999633789062,9.045999526977539,256.760009765625,123.88999938964844,311.489990234375,156.86000061035156,434.04998779296875,397.1600036621094,42.150001525878906,34.35483932495117
2020-06-10,88.20999908447266,196.83999633789062,73.23500061035156,132.37249755859375,68.336669921875,191.50999450683594,147.8000030517578,106.05999755859375,200.47999572753906,119.2300033569336,9.36674976348877,254.4499969482422,122.18000030517578,313.1499938964844,159.91000366210938,434.4800109863281,406.82000732421875,41.36000061035156,34.07969665527344
2020-06-11,83.9749984741211,186.27000427246094,70.09500122070312,127.89800262451172,64.85600280761719,178.02000427246094,140.8699951171875,97.20999908447266,188.8800048828125,116.26000213623047,8.796250343322754,239.47000122070312,112.63999938964844,291.25,153.0399932861328,425.55999755859375,387.6700134277344,39.25,31.59392738342285
2020-06-12,84.69999694824219,187.74000549316406,70.64600372314453,127.2509994506836,62.35200119018555,181.2100067138672,142.14999389648438,99.87000274658203,192.25999450683594,115.62000274658203,8.932499885559082,242.4499969482422,115.48999786376953,297.7900085449219,155.25999450683594,418.07000732421875,406.5400085449219,39.459999084472656,32.0208740234375
2020-06-15,85.74749755859375,188.94000244140625,71.03700256347656,128.63400268554688,66.05999755859375,181.5500030517578,141.25,101.25,191.75999450683594,116.69000244140625,9.173749923706055,241.36000061035156,117.08000183105469,297.1700134277344,157.5500030517578,425.5,401.3399963378906,39.83000183105469,31.650854110717773
2020-06-16,88.0199966430664,193.57000732421875,72.32350158691406,130.7635040283203,65.47533416748047,182.3000030517578,144.4600067138672,102.05999755859375,192.8800048828125,118.12999725341797,9.068499565124512,249.9499969482422,118.44000244140625,304.4800109863281,161.22000122070312,436.1300048828125,411.6700134277344,39.75,31.688804626464844
2020-06-17,87.89749908447266,194.24000549316406,72.62699890136719,132.0489959716797,66.11933135986328,180.86000061035156,144.02000427246094,99.4800033569336,193.55999755859375,117.93000030517578,9.236000061035156,250.85000610351562,117.6500015258789,303.760009765625,163.8300018310547,447.7699890136719,413.489990234375,39.220001220703125,31.840606689453125
2020-06-18,87.93250274658203,196.32000732421875,71.70600128173828,132.69900512695312,66.9306640625,180.72999572753906,143.41000366210938,98.94000244140625,193.91000366210938,119.27999877929688,9.218000411987305,249.2100067138672,118.37000274658203,304.8500061035156,168.0500030517578,449.8699951171875,420.4599914550781,39.439998626708984,31.537002563476562
2020-06-19,87.43000030517578,195.14999389648438,71.23200225830078,133.75050354003906,66.72666931152344,179.72000122070312,143.8300018310547,97.80999755859375,192.1999969482422,118.91999816894531,9.261249542236328,246.64999389648438,114.3499984741211,296.5,164.36000061035156,453.7200012207031,428.010009765625,39.099998474121094,31.707780838012695
2020-06-22,89.71749877929688,200.57000732421875,72.53299713134766,135.6909942626953,66.28800201416016,180.1699981689453,143.38999938964844,96.75,194.9600067138672,117.75,9.526749610900879,249.16000366210938,115.91999816894531,304.44000244140625,170.25999450683594,468.0400085449219,438.6400146484375,38.439998626708984,31.41366195678711
2020-06-23,91.63249969482422,201.91000366210938,73.1989974975586,138.2205047607422,66.78533172607422,181.00999450683594,142.86000061035156,97.93000030517578,197.97000122070312,117.7300033569336,9.449999809265137,250.30999755859375,116.58999633789062,306.8800048828125,172.7899932861328,466.260009765625,440.54998779296875,39.20000076293945,31.091081619262695
2020-06-24,90.01499938964844,197.83999633789062,71.63500213623047,136.72000122070312,64.0566635131836,177.52999877929688,139.82000732421875,94.66000366210938,191.41000366210938,116.41999816894531,9.23550033569336,246.1300048828125,112.06999969482422,294.010009765625,168.0,457.8500061035156,431.67999267578125,38.560001373291016,30.540796279907227
2020-06-25,91.20999908447266,200.33999633789062,72.05500030517578,137.72900390625,65.73200225830078,178.85000610351562,139.6699981689453,97.95999908447266,193.97999572753906,117.88999938964844,9.489999771118164,245.3800048828125,111.36000061035156,298.010009765625,172.5,465.9100036621094,436.95001220703125,38.56999969482422,30.66413688659668
