Date,S&P 500,DJIA
2000-07-27,1449.6199951171875,10586.1298828125
2000-07-28,1419.8900146484375,10511.169921875
2000-07-31,1430.8299560546875,10521.98046875
2000-08-01,1438.0999755859375,10606.9501953125
2000-08-02,1438.699951171875,10687.5302734375
2000-08-03,1452.56005859375,10706.580078125
2000-08-04,1462.9300537109375,10767.75
2000-08-07,1479.3199462890625,10867.009765625
2000-08-08,1482.800048828125,10976.8896484375
2000-08-09,1472.8699951171875,10905.830078125
2000-08-10,1460.25,10908.759765625
2000-08-11,1471.8399658203125,11027.7998046875
2000-08-14,1491.56005859375,11176.1396484375
2000-08-15,1484.4300537109375,11067.0
2000-08-16,1479.8499755859375,11008.3896484375
2000-08-17,1496.0699462890625,11055.6396484375
2000-08-18,1491.719970703125,11046.48046875
2000-08-21,1499.47998046875,11079.8095703125
2000-08-22,1498.1300048828125,11139.150390625
2000-08-23,1505.969970703125,11144.650390625
2000-08-24,1508.31005859375,11182.740234375
2000-08-25,1506.449951171875,11192.6298828125
2000-08-28,1514.0899658203125,11252.83984375
2000-08-29,1509.8399658203125,11215.099609375
2000-08-30,1502.5899658203125,11103.009765625
2000-08-31,1517.6800537109375,11215.099609375
2000-09-01,1520.77001953125,11238.7802734375
2000-09-05,1507.0799560546875,11260.6103515625
2000-09-06,1492.25,11310.6396484375
2000-09-07,1502.510009765625,11259.8701171875
2000-09-08,1494.5,11220.650390625
2000-09-11,1489.260009765625,11195.490234375
2000-09-12,1481.989990234375,11233.23046875
2000-09-13,1484.9100341796875,11182.1796875
2000-09-14,1480.8699951171875,11087.4697265625
2000-09-15,1465.81005859375,10927.0
2000-09-18,1444.510009765625,10808.51953125
2000-09-19,1459.9000244140625,10789.2900390625
2000-09-20,1451.3399658203125,10687.919921875
2000-09-21,1449.050048828125,10765.51953125
2000-09-22,1448.719970703125,10847.3701171875
2000-09-25,1439.030029296875,10808.150390625
2000-09-26,1427.2099609375,10631.3203125
2000-09-27,1426.5699462890625,10628.3603515625
2000-09-28,1458.2900390625,10824.0595703125
2000-09-29,1436.510009765625,10650.919921875
2000-10-02,1436.22998046875,10700.1298828125
2000-10-03,1426.4599609375,10719.740234375
2000-10-04,1434.3199462890625,10784.48046875
2000-10-05,1436.280029296875,10724.919921875
2000-10-06,1408.989990234375,10596.5400390625
2000-10-09,1402.030029296875,10568.4296875
2000-10-10,1387.02001953125,10524.400390625
2000-10-11,1364.5899658203125,10413.7900390625
2000-10-12,1329.780029296875,10034.580078125
2000-10-13,1374.1700439453125,10192.1796875
2000-10-16,1374.6199951171875,10238.7998046875
2000-10-17,1349.969970703125,10089.7099609375
2000-10-18,1342.1300048828125,9975.01953125
2000-10-19,1388.760009765625,10142.98046875
2000-10-20,1396.9300537109375,10226.58984375
2000-10-23,1395.780029296875,10271.7197265625
2000-10-24,1398.1300048828125,10393.0703125
2000-10-25,1364.9000244140625,10326.48046875
2000-10-26,1364.43994140625,10380.1201171875
2000-10-27,1379.5799560546875,10590.6201171875
2000-10-30,1398.6600341796875,10835.76953125
2000-10-31,1429.4000244140625,10971.1396484375
2000-11-01,1421.219970703125,10899.4697265625
2000-11-02,1428.3199462890625,10880.509765625
2000-11-03,1426.68994140625,10817.9501953125
2000-11-06,1432.18994140625,10977.2099609375
2000-11-07,1431.8699951171875,10952.1796875
2000-11-08,1409.280029296875,10907.0595703125
2000-11-09,1400.1400146484375,10834.25
2000-11-10,1365.97998046875,10602.9501953125
2000-11-13,1351.260009765625,10517.25
2000-11-14,1382.949951171875,10681.0595703125
2000-11-15,1389.81005859375,10707.599609375
2000-11-16,1372.3199462890625,10656.0302734375
2000-11-17,1367.719970703125,10629.8701171875
2000-11-20,1342.6199951171875,10462.650390625
2000-11-21,1347.3499755859375,10494.5
2000-11-22,1322.3599853515625,10399.3203125
2000-11-24,1341.77001953125,10470.23046875
2000-11-27,1348.969970703125,10546.0703125
2000-11-28,1336.0899658203125,10507.580078125
2000-11-29,1341.9300537109375,10629.1103515625
2000-11-30,1314.949951171875,10414.490234375
2000-12-01,1315.22998046875,10373.5400390625
2000-12-04,1324.969970703125,10560.9501953125
2000-12-05,1376.5400390625,10898.7197265625
2000-12-06,1351.4599609375,10664.3798828125
2000-12-07,1343.550048828125,10617.3603515625
2000-12-08,1369.8900146484375,10712.91015625
2000-12-11,1380.199951171875,10725.7998046875
2000-12-12,1371.1800537109375,10768.26953125
2000-12-13,1359.989990234375,10794.4404296875
2000-12-14,1340.9300537109375,10674.990234375
2000-12-15,1312.1500244140625,10434.9599609375
2000-12-18,1322.739990234375,10645.419921875
2000-12-19,1305.5999755859375,10584.3701171875
2000-12-20,1264.739990234375,10318.9296875
2000-12-21,1274.8599853515625,10487.2900390625
2000-12-22,1305.949951171875,10635.5595703125
2000-12-26,1315.18994140625,10692.4404296875
2000-12-27,1328.9200439453125,10803.16015625
2000-12-28,1334.219970703125,10868.759765625
2000-12-29,1320.280029296875,10787.990234375
2001-01-02,1283.27001953125,10646.150390625
2001-01-03,1347.56005859375,10945.75
2001-01-04,1333.3399658203125,10912.41015625
2001-01-05,1298.3499755859375,10662.009765625
2001-01-08,1295.8599853515625,10621.349609375
2001-01-09,1300.800048828125,10572.5498046875
2001-01-10,1313.27001953125,10604.26953125
2001-01-11,1326.8199462890625,10609.5498046875
2001-01-12,1318.550048828125,10525.3798828125
2001-01-16,1326.6500244140625,10652.66015625
2001-01-17,1329.469970703125,10584.33984375
2001-01-18,1347.969970703125,10678.2802734375
2001-01-19,1342.5400390625,10587.58984375
2001-01-22,1342.9000244140625,10578.240234375
2001-01-23,1360.4000244140625,10649.8095703125
2001-01-24,1364.300048828125,10646.9697265625
2001-01-25,1357.510009765625,10729.51953125
2001-01-26,1354.949951171875,10659.98046875
2001-01-29,1364.1700439453125,10702.1904296875
2001-01-30,1373.72998046875,10881.2001953125
2001-01-31,1366.010009765625,10887.3603515625
2001-02-01,1373.469970703125,10983.6298828125
2001-02-02,1349.469970703125,10864.099609375
2001-02-05,1354.31005859375,10965.849609375
2001-02-06,1352.260009765625,10957.419921875
2001-02-07,1340.8900146484375,10946.7197265625
2001-02-08,1332.530029296875,10880.5498046875
2001-02-09,1314.760009765625,10781.4501953125
2001-02-12,1330.31005859375,10946.76953125
2001-02-13,1318.800048828125,10903.3203125
2001-02-14,1315.9200439453125,10795.41015625
2001-02-15,1326.6099853515625,10891.01953125
2001-02-16,1301.530029296875,10799.8203125
2001-02-20,1278.93994140625,10730.8798828125
2001-02-21,1255.27001953125,10526.580078125
2001-02-22,1252.8199462890625,10526.8095703125
2001-02-23,1245.8599853515625,10441.900390625
2001-02-26,1267.6500244140625,10642.5302734375
2001-02-27,1257.93994140625,10636.8798828125
2001-02-28,1239.93994140625,10495.2802734375
2001-03-01,1241.22998046875,10450.1396484375
2001-03-02,1234.1800537109375,10466.3095703125
2001-03-05,1241.4100341796875,10562.2998046875
2001-03-06,1253.800048828125,10591.2197265625
2001-03-07,1261.8900146484375,10729.599609375
2001-03-08,1264.739990234375,10858.25
2001-03-09,1233.4200439453125,10644.6201171875
2001-03-12,1180.1600341796875,10208.25
2001-03-13,1197.6600341796875,10290.7998046875
2001-03-14,1166.7099609375,9973.4599609375
2001-03-15,1173.56005859375,10031.2802734375
2001-03-16,1150.530029296875,9823.41015625
2001-03-19,1170.81005859375,9959.1103515625
2001-03-20,1142.6199951171875,9720.759765625
2001-03-21,1122.1400146484375,9487.0
2001-03-22,1117.5799560546875,9389.48046875
2001-03-23,1139.8299560546875,9504.7802734375
2001-03-26,1152.68994140625,9687.5302734375
2001-03-27,1182.1700439453125,9947.5400390625
2001-03-28,1153.2900390625,9785.349609375
2001-03-29,1147.949951171875,9799.0595703125
2001-03-30,1160.3299560546875,9878.7802734375
2001-04-02,1145.8699951171875,9777.9296875
2001-04-03,1106.4599609375,9485.7099609375
2001-04-04,1103.25,9515.419921875
2001-04-05,1151.43994140625,9918.0498046875
2001-04-06,1128.4300537109375,9791.08984375
2001-04-09,1137.5899658203125,9845.150390625
2001-04-10,1168.3800048828125,10102.740234375
2001-04-11,1165.8900146484375,10013.4697265625
2001-04-12,1183.5,10126.9404296875
2001-04-16,1179.6800537109375,10158.5595703125
2001-04-17,1191.81005859375,10216.73046875
2001-04-18,1238.1600341796875,10615.830078125
2001-04-19,1253.68994140625,10693.7099609375
2001-04-20,1242.97998046875,10579.849609375
2001-04-23,1224.3599853515625,10532.23046875
2001-04-24,1209.469970703125,10454.33984375
2001-04-25,1228.75,10625.2001953125
2001-04-26,1234.52001953125,10692.349609375
2001-04-27,1253.050048828125,10810.0498046875
2001-04-30,1249.4599609375,10734.9697265625
2001-05-01,1266.43994140625,10898.33984375
2001-05-02,1267.4300537109375,10876.6796875
2001-05-03,1248.5799560546875,10796.650390625
2001-05-04,1266.6099853515625,10951.240234375
2001-05-07,1263.510009765625,10935.169921875
2001-05-08,1261.199951171875,10883.509765625
2001-05-09,1255.5400390625,10866.98046875
2001-05-10,1255.1800537109375,10910.4404296875
2001-05-11,1245.6700439453125,10821.3095703125
2001-05-14,1248.9200439453125,10877.330078125
2001-05-15,1249.43994140625,10872.9697265625
2001-05-16,1284.989990234375,11215.919921875
2001-05-17,1288.489990234375,11248.580078125
2001-05-18,1291.9599609375,11301.740234375
2001-05-21,1312.8299560546875,11337.919921875
2001-05-22,1309.3800048828125,11257.240234375
2001-05-23,1289.050048828125,11105.509765625
2001-05-24,1293.1700439453125,11122.419921875
2001-05-25,1277.8900146484375,11005.3701171875
2001-05-29,1267.9300537109375,11039.1396484375
2001-05-30,1248.0799560546875,10872.6396484375
2001-05-31,1255.8199462890625,10911.9404296875
2001-06-01,1260.6700439453125,10990.41015625
2001-06-04,1267.1099853515625,11061.51953125
2001-06-05,1283.5699462890625,11175.83984375
2001-06-06,1270.030029296875,11070.240234375
2001-06-07,1276.9599609375,11090.740234375
2001-06-08,1264.9599609375,10977.0
2001-06-11,1254.3900146484375,10922.08984375
2001-06-12,1255.8499755859375,10948.3798828125
2001-06-13,1241.5999755859375,10871.6201171875
2001-06-14,1219.8699951171875,10690.1298828125
2001-06-15,1214.3599853515625,10623.6396484375
2001-06-18,1208.4300537109375,10645.3798828125
2001-06-19,1212.5799560546875,10596.669921875
2001-06-20,1223.1400146484375,10647.330078125
2001-06-21,1237.0400390625,10715.4296875
2001-06-22,1225.3499755859375,10604.58984375
2001-06-25,1218.5999755859375,10504.2197265625
2001-06-26,1216.760009765625,10472.48046875
2001-06-27,1211.0699462890625,10434.83984375
2001-06-28,1226.199951171875,10566.2099609375
2001-06-29,1224.3800048828125,10502.400390625
2001-07-02,1236.719970703125,10593.7197265625
2001-07-03,1234.449951171875,10571.1103515625
2001-07-05,1219.239990234375,10479.8603515625
2001-07-06,1190.5899658203125,10252.6796875
2001-07-09,1198.780029296875,10299.400390625
2001-07-10,1181.52001953125,10175.6396484375
2001-07-11,1180.1800537109375,10241.01953125
2001-07-12,1208.1400146484375,10478.990234375
2001-07-13,1215.6800537109375,10539.0595703125
2001-07-16,1202.449951171875,10472.1201171875
2001-07-17,1214.43994140625,10606.3896484375
2001-07-18,1207.7099609375,10569.830078125
2001-07-19,1215.02001953125,10610.0
2001-07-20,1210.8499755859375,10576.650390625
2001-07-23,1191.030029296875,10424.419921875
2001-07-24,1171.6500244140625,10241.1201171875
2001-07-25,1190.489990234375,10405.669921875
2001-07-26,1202.9300537109375,10455.6298828125
2001-07-27,1205.8199462890625,10416.669921875
2001-07-30,1204.52001953125,10401.7197265625
2001-07-31,1211.22998046875,10522.8095703125
2001-08-01,1215.9300537109375,10510.009765625
2001-08-02,1220.75,10551.1796875
2001-08-03,1214.3499755859375,10512.7802734375
2001-08-06,1200.47998046875,10401.3095703125
2001-08-07,1204.4000244140625,10458.740234375
2001-08-08,1183.530029296875,10293.5
2001-08-09,1183.4300537109375,10298.5595703125
2001-08-10,1190.1600341796875,10416.25
2001-08-13,1191.2900390625,10415.91015625
2001-08-14,1186.72998046875,10412.169921875
2001-08-15,1178.02001953125,10345.9501953125
2001-08-16,1181.6600341796875,10392.51953125
2001-08-17,1161.969970703125,10240.7802734375
2001-08-20,1171.4100341796875,10320.0703125
2001-08-21,1157.260009765625,10174.1396484375
2001-08-22,1165.31005859375,10276.900390625
2001-08-23,1162.0899658203125,10229.150390625
2001-08-24,1184.9300537109375,10423.169921875
2001-08-27,1179.2099609375,10382.349609375
2001-08-28,1161.510009765625,10222.0302734375
2001-08-29,1148.56005859375,10090.900390625
2001-08-30,1129.030029296875,9919.580078125
2001-08-31,1133.5799560546875,9949.75
2001-09-04,1132.93994140625,9997.490234375
2001-09-05,1131.739990234375,10033.26953125
2001-09-06,1106.4000244140625,9840.83984375
2001-09-07,1085.780029296875,9605.849609375
2001-09-10,1092.5400390625,9605.509765625
2001-09-17,1038.77001953125,8920.7001953125
2001-09-18,1032.739990234375,8903.400390625
2001-09-19,1016.0999755859375,8759.1298828125
2001-09-20,984.5399780273438,8376.2099609375
2001-09-21,965.7999877929688,8235.8095703125
2001-09-24,1003.4500122070312,8603.8603515625
2001-09-25,1012.27001953125,8659.9697265625
2001-09-26,1007.0399780273438,8567.3896484375
2001-09-27,1018.6099853515625,8681.419921875
2001-09-28,1040.93994140625,8847.5595703125
2001-10-01,1038.550048828125,8836.830078125
2001-10-02,1051.3299560546875,8950.58984375
2001-10-03,1072.280029296875,9123.7802734375
2001-10-04,1069.6300048828125,9060.8798828125
2001-10-05,1071.3800048828125,9119.76953125
2001-10-08,1062.43994140625,9067.9404296875
2001-10-09,1056.75,9052.4404296875
2001-10-10,1080.989990234375,9240.8603515625
2001-10-11,1097.4300537109375,9410.4501953125
2001-10-12,1091.6500244140625,9344.16015625
2001-10-15,1089.97998046875,9347.6201171875
2001-10-16,1097.5400390625,9384.23046875
2001-10-17,1077.0899658203125,9232.9697265625
2001-10-18,1068.6099853515625,9163.2197265625
2001-10-19,1073.47998046875,9204.1103515625
2001-10-22,1089.9000244140625,9377.0302734375
2001-10-23,1084.780029296875,9340.080078125
2001-10-24,1085.199951171875,9345.6201171875
2001-10-25,1100.0899658203125,9462.900390625
2001-10-26,1104.6099853515625,9545.169921875
2001-10-29,1078.300048828125,9269.5
2001-10-30,1059.7900390625,9121.98046875
2001-10-31,1059.780029296875,9075.1396484375
2001-11-01,1084.0999755859375,9263.900390625
2001-11-02,1087.199951171875,9323.5400390625
2001-11-05,1102.8399658203125,9441.0302734375
2001-11-06,1118.8599853515625,9591.1201171875
2001-11-07,1115.800048828125,9554.3701171875
2001-11-08,1118.5400390625,9587.51953125
2001-11-09,1120.31005859375,9608.0
2001-11-12,1118.3299560546875,9554.3701171875
2001-11-13,1139.0899658203125,9750.9501953125
2001-11-14,1141.2099609375,9823.6103515625
2001-11-15,1142.239990234375,9872.3896484375
2001-11-16,1138.6500244140625,9866.990234375
2001-11-19,1151.06005859375,9976.4599609375
2001-11-20,1142.6600341796875,9901.3798828125
2001-11-21,1137.030029296875,9834.6796875
2001-11-23,1150.3399658203125,9959.7099609375
2001-11-26,1157.4200439453125,9982.75
2001-11-27,1149.5,9872.599609375
2001-11-28,1128.52001953125,9711.8603515625
2001-11-29,1140.199951171875,9829.419921875
2001-11-30,1139.449951171875,9851.5595703125
2001-12-03,1129.9000244140625,9763.9599609375
2001-12-04,1144.800048828125,9893.83984375
2001-12-05,1170.3499755859375,10114.2900390625
2001-12-06,1167.0999755859375,10099.1396484375
2001-12-07,1158.31005859375,10049.4599609375
2001-12-10,1139.9300537109375,9921.4501953125
2001-12-11,1136.760009765625,9888.3701171875
2001-12-12,1137.0699462890625,9894.8095703125
2001-12-13,1119.3800048828125,9766.4501953125
2001-12-14,1123.0899658203125,9811.150390625
2001-12-17,1134.3599853515625,9891.9697265625
2001-12-18,1142.9200439453125,9998.3896484375
2001-12-19,1149.56005859375,10070.490234375
2001-12-20,1139.9300537109375,9985.1796875
2001-12-21,1144.8900146484375,10035.33984375
2001-12-24,1144.6500244140625,10035.33984375
2001-12-26,1149.3699951171875,10088.1396484375
2001-12-27,1157.1300048828125,10131.3095703125
2001-12-28,1161.02001953125,10136.990234375
2001-12-31,1148.0799560546875,10021.5703125
2002-01-02,1154.6700439453125,10073.400390625
2002-01-03,1165.27001953125,10172.1396484375
2002-01-04,1172.510009765625,10259.740234375
2002-01-07,1164.8900146484375,10197.0498046875
2002-01-08,1160.7099609375,10150.5498046875
2002-01-09,1155.1400146484375,10094.08984375
2002-01-10,1156.550048828125,10067.8603515625
2002-01-11,1145.5999755859375,9987.5302734375
2002-01-14,1138.4100341796875,9891.419921875
2002-01-15,1146.18994140625,9924.150390625
2002-01-16,1127.5699462890625,9712.26953125
2002-01-17,1138.8800048828125,9850.0400390625
2002-01-18,1127.5799560546875,9771.849609375
2002-01-22,1119.31005859375,9713.7998046875
2002-01-23,1128.1800537109375,9730.9599609375
2002-01-24,1132.1500244140625,9796.0703125
2002-01-25,1133.280029296875,9840.080078125
2002-01-28,1133.06005859375,9865.75
2002-01-29,1100.6400146484375,9618.240234375
2002-01-30,1113.5699462890625,9762.8603515625
2002-01-31,1130.199951171875,9920.0
2002-02-01,1122.199951171875,9907.259765625
2002-02-04,1094.43994140625,9687.08984375
2002-02-05,1090.02001953125,9685.4296875
2002-02-06,1083.510009765625,9653.3896484375
2002-02-07,1080.1700439453125,9625.4404296875
2002-02-08,1096.219970703125,9744.240234375
2002-02-11,1111.93994140625,9884.7802734375
2002-02-12,1107.5,9863.740234375
2002-02-13,1118.510009765625,9989.669921875
2002-02-14,1116.47998046875,10001.990234375
2002-02-15,1104.1800537109375,9903.0400390625
2002-02-19,1083.3399658203125,9745.1396484375
2002-02-20,1097.97998046875,9941.169921875
2002-02-21,1080.949951171875,9834.6796875
2002-02-22,1089.8399658203125,9968.150390625
2002-02-25,1109.4300537109375,10145.7099609375
2002-02-26,1109.3800048828125,10115.259765625
2002-02-27,1109.8900146484375,10127.580078125
2002-02-28,1106.72998046875,10106.1298828125
2002-03-01,1131.780029296875,10368.8603515625
2002-03-04,1153.8399658203125,10586.8203125
2002-03-05,1146.1400146484375,10433.41015625
2002-03-06,1162.77001953125,10574.2900390625
2002-03-07,1157.5400390625,10525.3701171875
2002-03-08,1164.31005859375,10572.490234375
2002-03-11,1168.260009765625,10611.240234375
2002-03-12,1165.5799560546875,10632.349609375
2002-03-13,1154.0899658203125,10501.849609375
2002-03-14,1153.0400390625,10517.1396484375
2002-03-15,1166.1600341796875,10607.23046875
2002-03-18,1165.550048828125,10577.75
2002-03-19,1170.2900390625,10635.25
2002-03-20,1151.8499755859375,10501.5703125
2002-03-21,1153.5899658203125,10479.83984375
2002-03-22,1148.699951171875,10427.669921875
2002-03-25,1131.8699951171875,10281.669921875
2002-03-26,1138.489990234375,10353.3603515625
2002-03-27,1144.5799560546875,10426.91015625
2002-03-28,1147.3900146484375,10403.9404296875
2002-04-01,1146.5400390625,10362.7001953125
2002-04-02,1136.760009765625,10313.7099609375
2002-04-03,1125.4000244140625,10198.2900390625
2002-04-04,1126.3399658203125,10235.169921875
2002-04-05,1122.72998046875,10271.6396484375
2002-04-08,1125.2900390625,10249.080078125
2002-04-09,1117.800048828125,10208.669921875
2002-04-10,1130.469970703125,10381.73046875
2002-04-11,1103.68994140625,10176.080078125
2002-04-12,1111.010009765625,10190.8203125
2002-04-15,1102.550048828125,10093.669921875
2002-04-16,1128.3699951171875,10301.3203125
2002-04-17,1126.0699462890625,10220.7802734375
2002-04-18,1124.469970703125,10205.2802734375
2002-04-19,1125.1700439453125,10257.1103515625
2002-04-22,1107.8299560546875,10136.4296875
2002-04-23,1100.9599609375,10089.240234375
2002-04-24,1093.1400146484375,10030.4296875
2002-04-25,1091.47998046875,10035.0595703125
2002-04-26,1076.3199462890625,9910.7197265625
2002-04-29,1065.449951171875,9819.8701171875
2002-04-30,1076.9200439453125,9946.2197265625
2002-05-01,1086.4599609375,10059.6298828125
2002-05-02,1084.56005859375,10091.8701171875
2002-05-03,1073.4300537109375,10006.6298828125
2002-05-06,1052.6700439453125,9808.0400390625
2002-05-07,1049.489990234375,9836.5498046875
2002-05-08,1088.8499755859375,10141.830078125
2002-05-09,1073.010009765625,10037.419921875
2002-05-10,1054.989990234375,9939.919921875
2002-05-13,1074.56005859375,10109.66015625
2002-05-14,1097.280029296875,10298.1396484375
2002-05-15,1091.0699462890625,10243.6796875
2002-05-16,1098.22998046875,10289.2099609375
2002-05-17,1106.5899658203125,10353.080078125
2002-05-20,1091.8800048828125,10229.5
2002-05-21,1079.8800048828125,10105.7099609375
2002-05-22,1086.02001953125,10157.8798828125
2002-05-23,1097.0799560546875,10216.080078125
2002-05-24,1083.8199462890625,10104.259765625
2002-05-28,1074.550048828125,9981.580078125
2002-05-29,1067.6600341796875,9923.0400390625
2002-05-30,1064.6600341796875,9911.6904296875
2002-05-31,1067.1400146484375,9925.25
2002-06-03,1040.6800537109375,9709.7900390625
2002-06-04,1040.68994140625,9687.83984375
2002-06-05,1049.9000244140625,9796.7998046875
2002-06-06,1029.1500244140625,9624.6396484375
2002-06-07,1027.530029296875,9589.669921875
2002-06-10,1030.739990234375,9645.400390625
2002-06-11,1013.5999755859375,9517.259765625
2002-06-12,1020.260009765625,9617.7099609375
2002-06-13,1009.5599975585938,9502.7998046875
